rozmiar tablicy;dodanie na start;usuniecie ze startu;dodanie na koncu;usuniecie z konca;dodanie na pozycji;usuniecie z pozycji;szukanie;
20000;0.0330574;0.023903;0.0129687;0.0129687;0.0132229;0.0208516;0.029243;
20000;0.0279716;0.0134772;0.0129687;0.0129687;0.0132229;0.0132229;0.0183087;
20000;0.0404317;0.0241573;0.0132229;0.0132229;0.0132229;0.020343;0.0134772;
20000;0.0310231;0.0134772;0.0129687;0.0127144;0.0132229;0.0132229;0.0109344;
20000;0.0315316;0.0132229;0.0129687;0.0127144;0.0129687;0.0129687;0.0129687;
20000;0.0340745;0.0170373;0.0165287;0.0165287;0.0162744;0.0165287;0.0335659;
20000;0.029243;0.0132229;0.0129687;0.0127144;0.0132229;0.0127144;0.0381431;
20000;0.0300059;0.0152572;0.0152572;0.015003;0.0152572;0.015003;0.0190716;
20000;0.0335659;0.0300059;0.0134772;0.0137315;0.0134772;0.0246659;0.0178001;
20000;0.0348374;0.0300059;0.0129687;0.0132229;0.0132229;0.0244116;0.0348374;
20000;0.0383974;0.015003;0.0144944;0.0147487;0.0144944;0.0142401;0.0216144;
20000;0.0297516;0.0155115;0.0152572;0.015003;0.0155115;0.0155115;0.0358545;
20000;0.0386517;0.0142401;0.0129687;0.0129687;0.0134772;0.0139858;0.0294973;
20000;0.0437374;0.0152572;0.0132229;0.0129687;0.0142401;0.0132229;0.0411946;
20000;0.0322945;0.0134772;0.0129687;0.0127144;0.0132229;0.0129687;0.0122058;
20000;0.0277173;0.0132229;0.0129687;0.0129687;0.0137315;0.0129687;0.049586;
20000;0.0350917;0.0132229;0.0132229;0.0129687;0.0132229;0.0129687;0.0409403;
20000;0.0358545;0.0160201;0.0152572;0.0157658;0.0132229;0.0137315;0.0508575;
20000;0.0343288;0.0157658;0.0165287;0.0129687;0.0129687;0.0134772;0.029243;
20000;0.0429746;0.0132229;0.0137315;0.0127144;0.0249202;0.0129687;0.049586;
20000;0.0467889;0.0137315;0.0134772;0.0134772;0.027463;0.0134772;0.0401774;
20000;0.0350917;0.0350917;0.0152572;0.016783;0.0178001;0.0155115;0.00330574;
20000;0.0356002;0.0300059;0.0129687;0.0139858;0.0134772;0.0267002;0.00584861;
20000;0.0391603;0.0157658;0.016783;0.0152572;0.0155115;0.0155115;0.0439917;
20000;0.0315316;0.0132229;0.0127144;0.0127144;0.0129687;0.0129687;0.0170373;
20000;0.0279716;0.0132229;0.0127144;0.0127144;0.0129687;0.0129687;0.00356002;
20000;0.0383974;0.0172915;0.0132229;0.0132229;0.0132229;0.0132229;0.0447546;
20000;0.0320402;0.0307688;0.0127144;0.0137315;0.0134772;0.0269545;0.0284802;
20000;0.0320402;0.0315316;0.0132229;0.0137315;0.0132229;0.0287345;0.0376345;
20000;0.0277173;0.0322945;0.0127144;0.0137315;0.0132229;0.0269545;0.0546718;
20000;0.0305145;0.0350917;0.0132229;0.0137315;0.0134772;0.0272087;0.0516203;
20000;0.0447546;0.0251744;0.015003;0.0157658;0.016783;0.0249202;0.0170373;
20000;0.0345831;0.0132229;0.0132229;0.0129687;0.0129687;0.0129687;0.0132229;
20000;0.0282259;0.0134772;0.0129687;0.0129687;0.0129687;0.0129687;0.00661147;
20000;0.0508575;0.0152572;0.0132229;0.0129687;0.0132229;0.0132229;0.0465346;
20000;0.0302602;0.0300059;0.0132229;0.0132229;0.0134772;0.0246659;0.0289888;
20000;0.0358545;0.0333116;0.0129687;0.0134772;0.0132229;0.0272087;0.0528918;
20000;0.0353459;0.015003;0.0134772;0.0132229;0.0132229;0.0132229;0.0190716;
20000;0.0310231;0.0462803;0.0129687;0.0132229;0.0134772;0.0139858;0.00228859;
20000;0.0467889;0.0139858;0.0132229;0.0132229;0.0249202;0.0132229;0.00839148;
20000;0.0284802;0.0137315;0.0132229;0.0129687;0.0132229;0.0132229;0.0409403;
20000;0.0404317;0.0137315;0.0132229;0.0129687;0.0134772;0.0132229;0.0320402;
20000;0.0452631;0.0137315;0.0132229;0.0132229;0.0134772;0.0129687;0.047806;
20000;0.0358545;0.0134772;0.0129687;0.0129687;0.0137315;0.0129687;0.0361088;
20000;0.0317859;0.0132229;0.0129687;0.0139858;0.0129687;0.0129687;0.0109344;
20000;0.0386517;0.0531461;0.0152572;0.0134772;0.0134772;0.0134772;0.037126;
20000;0.0305145;0.0134772;0.0132229;0.0129687;0.0132229;0.0129687;0.00152572;
50000;0.0724719;0.0312773;0.0300059;0.0300059;0.0302602;0.0302602;0.0353459;
50000;0.0600118;0.0325488;0.0302602;0.0302602;0.0302602;0.0320402;0.109344;
50000;0.0635718;0.0783205;0.0302602;0.0322945;0.0305145;0.0701833;0.040686;
50000;0.0862034;0.0854405;0.0353459;0.0363631;0.0361088;0.068149;0.0653518;
50000;0.0712005;0.0307688;0.0302602;0.0302602;0.0328031;0.0307688;0.00737433;
50000;0.0640804;0.0310231;0.0305145;0.0302602;0.0310231;0.0307688;0.0691662;
50000;0.0673861;0.0462803;0.0368717;0.0373802;0.0350917;0.0383974;0.069929;
50000;0.0785748;0.0376345;0.0310231;0.0310231;0.0742519;0.0307688;0.0966292;
50000;0.0623004;0.0361088;0.0302602;0.0302602;0.0325488;0.0322945;0.106801;
50000;0.0788291;0.0417031;0.0330574;0.0348374;0.0328031;0.0307688;0.136044;
50000;0.084932;0.0450089;0.0373802;0.0368717;0.0785748;0.0358545;0.025683;
50000;0.0778119;0.0348374;0.0335659;0.0322945;0.0350917;0.0307688;0.025683;
50000;0.0788291;0.0315316;0.0310231;0.0310231;0.0333116;0.0315316;0.0480603;
50000;0.0722176;0.0376345;0.0356002;0.0366174;0.0350917;0.0322945;0.0218687;
50000;0.0661147;0.0310231;0.0307688;0.0302602;0.0328031;0.0305145;0.0762862;
50000;0.0826434;0.086712;0.0391603;0.0386517;0.0366174;0.0361088;0.00101715;
50000;0.0846777;0.0358545;0.0356002;0.0872206;0.0328031;0.0305145;0.0455174;
50000;0.0790834;0.0333116;0.0378888;0.0353459;0.0363631;0.0348374;0.149012;
50000;0.0767948;0.0317859;0.0307688;0.0317859;0.0724719;0.0907806;0.00864577;
50000;0.0714547;0.0310231;0.0305145;0.0300059;0.0310231;0.0322945;0.123584;
50000;0.0684033;0.0328031;0.0307688;0.0307688;0.0310231;0.0325488;0.0472974;
50000;0.0767948;0.0328031;0.0361088;0.0353459;0.0373802;0.0356002;0.0643347;
50000;0.0986635;0.0315316;0.0307688;0.0305145;0.0724719;0.0307688;0.00254287;
50000;0.0966292;0.0419574;0.0345831;0.0353459;0.0363631;0.0345831;0.0345831;
50000;0.0640804;0.0383974;0.0305145;0.0310231;0.0307688;0.0333116;0.0116972;
50000;0.103495;0.0310231;0.0305145;0.0302602;0.0739976;0.0307688;0.0165287;
50000;0.0635718;0.044246;0.0312773;0.0305145;0.0361088;0.0312773;0.049586;
50000;0.0900177;0.0475517;0.0417031;0.0414488;0.0419574;0.0470432;0.061029;
50000;0.0801005;0.0363631;0.0366174;0.0358545;0.038906;0.0404317;0.105275;
50000;0.108581;0.0345831;0.0356002;0.0361088;0.0750148;0.0310231;0.00915434;
50000;0.090272;0.0368717;0.0348374;0.0401774;0.0676404;0.0752691;0.0165287;
50000;0.0841691;0.0394145;0.0378888;0.0378888;0.0373802;0.038906;0.0386517;
50000;0.118752;0.037126;0.0363631;0.0356002;0.0737433;0.0315316;0.127907;
50000;0.0620461;0.0315316;0.0302602;0.0305145;0.0328031;0.0310231;0.0793377;
50000;0.0971378;0.0589947;0.0338202;0.0312773;0.0315316;0.0381431;0.120278;
50000;0.0996806;0.0312773;0.0305145;0.0307688;0.0737433;0.0307688;0.134009;
50000;0.0767948;0.0376345;0.0368717;0.0361088;0.0368717;0.0368717;0.00534003;
50000;0.18385;0.051366;0.040686;0.0328031;0.0353459;0.0328031;0.121041;
50000;0.0780662;0.0315316;0.0310231;0.0508575;0.0335659;0.0315316;0.0745062;
50000;0.103749;0.0315316;0.0312773;0.0310231;0.073489;0.0310231;0.037126;
50000;0.0923063;0.040686;0.0396688;0.0366174;0.0368717;0.0358545;0.0467889;
50000;0.0630633;0.0391603;0.0310231;0.0340745;0.0312773;0.0381431;0.125618;
50000;0.114175;0.0422117;0.0419574;0.0409403;0.0785748;0.0358545;0.0061029;
50000;0.101206;0.0373802;0.0356002;0.0356002;0.0373802;0.0368717;0.0498403;
50000;0.0968835;0.0399231;0.0401774;0.344051;0.131721;0.0851863;0.0999349;
50000;0.0877291;0.0312773;0.0307688;0.0310231;0.0315316;0.0312773;0.0386517;
50000;0.108581;0.0373802;0.0361088;0.0361088;0.0356002;0.0368717;0.135027;
50000;0.111378;0.0343288;0.0317859;0.0307688;0.0722176;0.0312773;0.0963749;
50000;0.107564;0.0411946;0.0376345;0.037126;0.0572147;0.0401774;0.116209;
50000;0.0737433;0.0317859;0.0312773;0.0310231;0.0335659;0.0312773;0.00254287;
50000;0.0767948;0.0317859;0.0307688;0.0312773;0.0333116;0.0315316;0.0289888;
50000;0.0890006;0.0383974;0.0315316;0.0315316;0.0361088;0.0317859;0.061029;
50000;0.095612;0.0340745;0.0373802;0.0305145;0.0330574;0.0310231;0.0963749;
50000;0.0775576;0.0366174;0.0363631;0.0381431;0.0356002;0.0358545;0.101715;
50000;0.0803548;0.0338202;0.0315316;0.0315316;0.0317859;0.0328031;0.114429;
50000;0.093832;0.0335659;0.0333116;0.037126;0.0328031;0.0310231;0.101969;
50000;0.124601;0.0366174;0.0361088;0.0353459;0.0732348;0.0312773;0.0211058;
50000;0.0795919;0.0409403;0.0381431;0.0368717;0.0378888;0.0394145;0.135535;
50000;0.112395;0.0320402;0.0376345;0.0312773;0.0785748;0.0320402;0.118498;
50000;0.0958663;0.0366174;0.0348374;0.0366174;0.0353459;0.0363631;0.0539089;
50000;0.0808634;0.0312773;0.0305145;0.0305145;0.0328031;0.0310231;0.0905263;
50000;0.0767948;0.0317859;0.0312773;0.0307688;0.0333116;0.0312773;0.0353459;
50000;0.0673861;0.0335659;0.0315316;0.0310231;0.0338202;0.0312773;0.134518;
50000;0.0945949;0.0391603;0.0381431;0.0485689;0.0394145;0.0363631;0.0475517;
50000;0.131212;0.0401774;0.0396688;0.0328031;0.0801005;0.0358545;0.0981549;
50000;0.0844234;0.0356002;0.0386517;0.0333116;0.037126;0.0328031;0.0249202;
50000;0.0745062;0.0317859;0.0310231;0.0307688;0.0330574;0.0312773;0.0554346;
50000;0.0882377;0.0414488;0.0315316;0.0366174;0.0317859;0.0378888;0.0208516;
50000;0.118498;0.0363631;0.0310231;0.0305145;0.071709;0.0310231;0.0261916;
50000;0.122058;0.0399231;0.0353459;0.0320402;0.0343288;0.0506032;0.0963749;
50000;0.106546;0.0429746;0.0356002;0.0376345;0.0363631;0.040686;0.136807;
50000;0.116718;0.0345831;0.0310231;0.0310231;0.0338202;0.0312773;0.112649;
50000;0.0991721;0.0386517;0.0383974;0.0373802;0.0383974;0.0378888;0.123075;
50000;0.0709462;0.0358545;0.0310231;0.0307688;0.0330574;0.0315316;0.0953578;
50000;0.0923063;0.0320402;0.0307688;0.0310231;0.0345831;0.0381431;0.0600118;
50000;0.0971378;0.0373802;0.037126;0.0366174;0.0376345;0.0368717;0.116972;
50000;0.0966292;0.0419574;0.0335659;0.0335659;0.0333116;0.037126;0.128924;
50000;0.105021;0.0317859;0.0312773;0.0307688;0.0750148;0.0315316;0.020343;
50000;0.0879834;0.0383974;0.0317859;0.0312773;0.0383974;0.0376345;0.0139858;
50000;0.0953578;0.0455174;0.0368717;0.0368717;0.0378888;0.0434831;0.046026;
50000;0.155624;0.0429746;0.0322945;0.0310231;0.0340745;0.0439917;0.139095;
50000;0.173678;0.0834063;0.0383974;0.038906;0.0739976;0.0322945;0.0767948;
50000;0.0910349;0.042466;0.0315316;0.0343288;0.0320402;0.0409403;0.0114429;
50000;0.0928149;0.0320402;0.0310231;0.0312773;0.0338202;0.0312773;0.127907;
50000;0.119006;0.106038;0.0427203;0.0356002;0.0361088;0.0363631;0.0818805;
50000;0.103749;0.0325488;0.0317859;0.0315316;0.0335659;0.0325488;0.0709462;
50000;0.104258;0.069929;0.0411946;0.0439917;0.0391603;0.0363631;0.0691662;
50000;0.111378;0.0317859;0.0317859;0.0312773;0.102478;0.0467889;0.061029;
50000;0.0788291;0.0317859;0.0305145;0.0310231;0.0315316;0.0315316;0.111886;
50000;0.0874748;0.0366174;0.0366174;0.0320402;0.0330574;0.0317859;0.0536546;
50000;0.100952;0.0434831;0.0358545;0.0315316;0.040686;0.0320402;0.119769;
50000;0.0859491;0.113158;0.0363631;0.0312773;0.0340745;0.0315316;0.00356002;
50000;0.122821;0.0356002;0.0356002;0.0350917;0.0795919;0.0363631;0.0516203;
50000;0.105784;0.0399231;0.038906;0.0396688;0.0401774;0.0391603;0.0854405;
50000;0.0689119;0.0317859;0.0317859;0.0310231;0.0335659;0.0312773;0.0564518;
50000;0.0948492;0.038906;0.0386517;0.0383974;0.0394145;0.0399231;0.0183087;
50000;0.0732348;0.0394145;0.0381431;0.0399231;0.0373802;0.0381431;0.0874748;
50000;0.0981549;0.0328031;0.0315316;0.0310231;0.0340745;0.0317859;0.0259373;
50000;0.129941;0.040686;0.0381431;0.0434831;0.081372;0.0386517;0.00305145;
50000;0.084932;0.0335659;0.0315316;0.0312773;0.0317859;0.0328031;0.0767948;
100000;0.175713;0.0778119;0.0727262;0.0737433;0.073489;0.0712005;0.217924;
100000;0.270562;0.0905263;0.157658;0.172153;0.162744;0.0684033;0.0823891;
100000;0.161218;0.0887463;0.0742519;0.071709;0.0775576;0.0752691;0.144435;
100000;0.150284;0.0650976;0.0635718;0.0864577;0.0775576;0.0671319;0.0353459;
100000;0.237759;0.071709;0.0780662;0.0795919;0.086712;0.0989178;0.037126;
100000;0.196056;0.0661147;0.0620461;0.0605204;0.0661147;0.061029;0.178764;
100000;0.154352;0.0617918;0.0615375;0.0605204;0.0668776;0.0671319;0.146724;
100000;0.18919;0.0620461;0.0620461;0.0625547;0.0623004;0.0620461;0.0162744;
100000;0.22835;0.117481;0.0765405;0.0676404;0.0783205;0.0648433;0.103495;
100000;0.227333;0.0615375;0.061029;0.0602661;0.15181;0.0620461;0.0508575;
100000;0.176984;0.0836605;0.0612833;0.0686576;0.0620461;0.0684033;0.184613;
100000;0.260645;0.0785748;0.0747605;0.0752691;0.161218;0.064589;0.187664;
100000;0.213856;0.0811177;0.0806091;0.16249;0.100189;0.0620461;0.223264;
100000;0.374057;0.217924;0.127907;0.0706919;0.0762862;0.0684033;0.123075;
100000;0.20699;0.0732348;0.0709462;0.0785748;0.0676404;0.0767948;0.20343;
100000;0.16961;0.0750148;0.0640804;0.0607747;0.0650976;0.0607747;0.023903;
100000;0.15893;0.0625547;0.061029;0.0607747;0.0612833;0.0691662;0.0767948;
100000;0.193767;0.0706919;0.0666233;0.0704376;0.0767948;0.0836605;0.00584861;
100000;0.17851;0.0620461;0.0851863;0.164524;0.064589;0.064589;0.163252;
100000;0.135281;0.062809;0.0605204;0.0605204;0.0615375;0.0612833;0.00508575;
100000;0.159184;0.0615375;0.061029;0.0607747;0.0653518;0.061029;0.0061029;
100000;0.18919;0.0737433;0.0747605;0.071709;0.0801005;0.0630633;0.022123;
100000;0.177238;0.0823891;0.0773034;0.0678947;0.0765405;0.0732348;0.164015;
100000;0.185121;0.0841691;0.0615375;0.0623004;0.062809;0.0816262;0.051366;
100000;0.162744;0.0650976;0.0612833;0.0620461;0.0620461;0.0648433;0.234453;
100000;0.23903;0.108581;0.191478;0.0714547;0.115955;0.124092;0.143418;
100000;0.223519;0.0694204;0.068149;0.0635718;0.157404;0.0684033;0.225553;
100000;0.348628;0.274122;0.184358;0.0742519;0.0661147;0.064589;0.0411946;
100000;0.234453;0.105275;0.0623004;0.0605204;0.0661147;0.0607747;0.0312773;
100000;0.161218;0.0640804;0.0686576;0.0625547;0.0658604;0.0620461;0.102732;
100000;0.183341;0.081372;0.0762862;0.0747605;0.0879834;0.0811177;0.283785;
100000;0.155115;0.0630633;0.0638261;0.061029;0.181815;0.068149;0.244879;
100000;0.199616;0.0996806;0.0821348;0.0722176;0.0696747;0.0719633;0.0536546;
100000;0.291668;0.0701833;0.0719633;0.0783205;0.186138;0.0661147;0.224536;
100000;0.209024;0.0671319;0.0617918;0.0615375;0.0617918;0.0648433;0.22301;
100000;0.156641;0.062809;0.0623004;0.0612833;0.0661147;0.0615375;0.149267;
100000;0.195547;0.0900177;0.0750148;0.120024;0.136552;0.179273;0.804819;
100000;0.25505;0.141892;0.088492;0.0643347;0.0673861;0.0620461;0.0534003;
100000;0.227587;0.062809;0.0623004;0.061029;0.15003;0.0635718;0.254542;
100000;0.172915;0.0953578;0.0640804;0.073489;0.194276;0.0966292;0.0373802;
100000;0.147741;0.062809;0.0612833;0.0612833;0.0623004;0.0617918;0.206481;
100000;0.22657;0.0635718;0.0630633;0.0620461;0.156387;0.0722176;0.224281;
100000;0.15359;0.0706919;0.0648433;0.0643347;0.0785748;0.0691662;0.247422;
100000;0.178255;0.0635718;0.0625547;0.0625547;0.0673861;0.0623004;0.113666;
100000;0.179527;0.0635718;0.062809;0.0620461;0.0666233;0.0617918;0.149012;
100000;0.200124;0.0762862;0.0719633;0.0706919;0.130195;0.095612;0.181561;
100000;0.141129;0.0706919;0.0643347;0.0650976;0.0666233;0.0706919;0.0381431;
100000;0.269545;0.116972;0.0737433;0.0912892;0.163252;0.0724719;0.165287;
100000;0.200124;0.0826434;0.0648433;0.0643347;0.0770491;0.0709462;0.254542;
100000;0.165541;0.0671319;0.0625547;0.0625547;0.062809;0.0668776;0.109598;
100000;0.155624;0.0630633;0.0617918;0.0633175;0.066369;0.062809;0.168084;
100000;0.237504;0.062809;0.0617918;0.0612833;0.20343;0.103749;0.23369;
100000;0.165795;0.0666233;0.0620461;0.0620461;0.0648433;0.066369;0.110615;
100000;0.226061;0.064589;0.0623004;0.0623004;0.0656061;0.062809;0.283785;
100000;0.169101;0.0801005;0.0737433;0.0729805;0.0854405;0.0648433;0.0152572;
100000;0.165032;0.0801005;0.0623004;0.062809;0.0633175;0.0770491;0.0162744;
100000;0.163761;0.0739976;0.0706919;0.0617918;0.0623004;0.0620461;0.196818;
100000;0.185121;0.086712;0.066369;0.0650976;0.066369;0.069929;0.233181;
100000;0.151047;0.0762862;0.0625547;0.062809;0.0666233;0.0635718;0.0897634;
100000;0.235979;0.064589;0.0648433;0.0630633;0.152827;0.218687;0.0272087;
100000;0.158675;0.0828977;0.0808634;0.0709462;0.088492;0.0709462;0.172915;
100000;0.24615;0.0803548;0.0770491;0.0765405;0.244624;0.0757776;0.198598;
100000;0.202667;0.0801005;0.0666233;0.0653518;0.0788291;0.0780662;0.159184;
100000;0.173933;0.0671319;0.062809;0.0625547;0.0635718;0.177747;0.0872206;
100000;0.172915;0.0742519;0.0714547;0.0630633;0.062809;0.0620461;0.219704;
100000;0.17495;0.081372;0.0727262;0.0722176;0.0897634;0.0836605;0.257085;
100000;0.17673;0.0821348;0.0775576;0.0803548;0.0803548;0.0790834;0.245896;
100000;0.241827;0.0752691;0.0755233;0.0724719;0.15715;0.0630633;0.219196;
100000;0.165541;0.071709;0.0661147;0.0648433;0.0788291;0.0729805;0.219959;
100000;0.168084;0.0648433;0.0635718;0.0623004;0.0671319;0.0625547;0.00305145;
100000;0.162998;0.0696747;0.0635718;0.0630633;0.0638261;0.0668776;0.199361;
100000;0.191987;0.0661147;0.0661147;0.0648433;0.0689119;0.0648433;0.172661;
100000;0.215381;0.0856948;0.164015;0.145707;0.116972;0.0673861;0.0104258;
100000;0.232673;0.0653518;0.064589;0.0630633;0.156387;0.073489;0.101206;
100000;0.204701;0.0851863;0.0732348;0.0666233;0.0788291;0.0701833;0.116464;
100000;0.19987;0.0712005;0.0648433;0.0643347;0.0780662;0.0737433;0.0081372;
100000;0.243353;0.18385;0.0747605;0.0798462;0.0658604;0.0689119;0.0427203;
100000;0.244116;0.0668776;0.0635718;0.0767948;0.15181;0.0635718;0.139858;
100000;0.15359;0.0701833;0.0686576;0.068149;0.0686576;0.0684033;0.00534003;
100000;0.21055;0.100952;0.113666;0.0856948;0.0826434;0.0752691;0.0887463;
100000;0.286582;0.084932;0.0638261;0.0623004;0.15003;0.0633175;0.23013;
100000;0.172915;0.0704376;0.0640804;0.0650976;0.0666233;0.0696747;0.0803548;
100000;0.145707;0.0648433;0.0630633;0.066369;0.0676404;0.062809;0.0361088;
100000;0.293702;0.165287;0.0808634;2.76512;0.137061;0.064589;0.243353;
100000;0.186138;0.0968835;0.0638261;0.0635718;0.0640804;0.0823891;0.182578;
100000;0.177238;0.0727262;0.179273;0.0724719;0.066369;0.0633175;0.197581;
100000;0.149521;0.0836605;0.0704376;0.0691662;0.0900177;0.0691662;0.0376345;
100000;0.203938;0.129178;0.0704376;0.0668776;0.0653518;0.0737433;0.199616;
100000;0.175204;0.0862034;0.0816262;0.0752691;0.0823891;0.0762862;0.267002;
100000;0.263696;0.0709462;0.0648433;0.0630633;0.160201;0.195293;0.270562;
100000;0.253016;0.0986635;0.0793377;0.0770491;0.0798462;0.0890006;0.0554346;
100000;0.221993;0.0656061;0.0656061;0.0630633;0.158675;0.0745062;0.117481;
100000;0.228096;0.101715;0.0778119;0.0747605;0.0638261;0.0671319;0.0640804;
100000;0.245387;0.0661147;0.0808634;0.0653518;0.150792;0.0635718;0.159947;
100000;0.182833;0.0943406;0.0801005;0.0757776;0.0765405;0.0737433;0.198344;
100000;0.246913;0.153081;0.0816262;0.0770491;0.0773034;0.0714547;0.0729805;
100000;0.184613;0.0694204;0.0653518;0.062809;0.068149;0.0635718;0.243353;
100000;0.184104;0.0737433;0.0676404;0.0661147;0.0798462;0.0714547;0.216653;
100000;0.181053;0.0841691;0.0638261;0.0633175;0.0671319;0.0640804;0.0429746;
100000;0.176475;0.0656061;0.0650976;0.0635718;0.0704376;0.156895;0.269799;
